# Time-averaged data for fix rdf_p
# TimeStep Number-of-rows
# Row c_rdf_p[1] c_rdf_p[2] c_rdf_p[3] c_rdf_p[4] c_rdf_p[5] c_rdf_p[6] c_rdf_p[7] c_rdf_p[8] c_rdf_p[9] c_rdf_p[10] c_rdf_p[11] c_rdf_p[12] c_rdf_p[13]
1000000 500
59 0.585 0 0 0 0 0 0 0 0 0 0 0 0
60 0.595 0 0 0 0 0 0 0 0 0 0 0 0
61 0.605 0 0 0 0 0 0 0 0 0 0 0 0
62 0.615 0 0 0 0 0 0 0 0 0 0 0 0
63 0.625 0 0 0 0 0 0 0 0 0 0 0 0
64 0.635 0 0 0 0 0 0 0 0 0 0 0 0
65 0.645 0 0 0 0 0 0 0 0 0 0 0 0
66 0.655 0 0 0 0 0 0 0 0 0 0 0 0
67 0.665 0 0 0 0 0 0 0 0 0 0 0 0
68 0.675 0 0 0 0 0 0 0 0 0 0 0 0
69 0.685 0 0 0 0 0 0 0 0 0 0 0 0
70 0.695 0 0 0 0 0 0 0 0 0 0 0 0
71 0.705 0 0 0 0 0 0 0 0 0 0 0 0
72 0.715 0 0 0 0 0 0 0 0 0 0 0 0
73 0.725 0 0 0 0 0 0 0 0 0 0 0 0
74 0.735 0 0 0 0 0 0 0 0 0 0 0 0
75 0.745 0 0 0 0 0 0 0 0 0 0 0 0
76 0.755 0 0 0 0 0 0 0 0 0 0 0 0
77 0.765 0 0 0 0 0 0 0 0 0 0 0 0
78 0.775 0 0 0 0 0 0 0 0 0 0 0 0
79 0.785 0 0 0 0 0 0 0 0 0 0 0 0
80 0.795 0 0 0 0 0 0 0 0 0 0 0 0
81 0.805 0 0 0 0 0 0 0 0 0 0 0 0
82 0.815 0 0 0 0 0 0 0 0 0 0 0 0
83 0.825 0 0 0 0 0 0 0 0 0 0 0 0
84 0.835 0 0 0 0 0 0 0 0 0 0 0 0
85 0.845 0 0 0 0 0 0 0 0 0 0 0 0
86 0.855 0 0 0 0 0 0 0 0 0 0 0 0
87 0.865 0 0 0 0 0 0 0 0 0 0 0 0
88 0.875 0 0 0 0 0 0 0 0 0 0 0 0
89 0.885 0 0 0 0 0 0 0 0 0 0 0 0
90 0.895 0 0 0 0 0 0 0 0 4.9905e-07 1.95312e-09 0 0
91 0.905 0 0 0 0 0 0 0 0 8.29739e-06 3.51563e-08 0 0
92 0.915 0 0 0 0 0 0 0 0 6.68461e-05 3.08594e-07 0 0
93 0.925 0 0 0 0 0 0 0 0 0.000419082 2.06055e-06 0 0
94 0.935 0 0 0 0 0 0 0 0 0.00190176 1.01836e-05 0 0
95 0.945 0 0 0 0 0 0 0 0 0.00751225 4.29609e-05 0 0
96 0.955 0 0 0 0 0 0 0 0 0.0247234 0.000153129 0 0
97 0.965 0 0 0 0 0 0 0 0 0.0698152 0.000470775 0 0
98 0.975 0 0 0 0 0 0 0 0 0.168739 0.0012545 0 0
99 0.985 0 0 0 0 0 0 0 0 0.357166 0.0029476 0 0
100 0.995 0 0 0 0 0 0 0 0 0.674134 0.00620846 0 0
101 1.005 0 0 0 0 0 0 0 0 1.13941 0.0118313 0 0
102 1.015 0 0 0 0 0 0 0 0 1.75073 0.0206436 0 0
103 1.025 0 0 0 0 0 0 0 0 2.46984 0.0333217 0 0
104 1.035 0 0 0 0 0 0 0 0 3.22842 0.0502187 0 0
105 1.045 0 0 0 0 0 0 0 0 3.95175 0.0713031 0 0
106 1.055 0 0 0 0 0 0 0 0 4.578 0.0961986 0 0
107 1.065 0 0 0 0 0 0 0 0 5.05937 0.124236 0 0
108 1.075 0 0 0 0 0 0 0 0 5.37166 0.154565 0 0
109 1.085 0 0 0 0 0 0 0 0 5.53301 0.18639 0 0
110 1.095 0 0 0 0 0 0 0 0 5.55842 0.218952 0 0
111 1.105 0 0 0 0 0 0 0 0 5.48079 0.251649 0 0
112 1.115 0 0 0 0 0 0 0 0 5.33182 0.284036 0 0
113 1.125 0 0 0 0 0 0 0 0 5.14401 0.315844 0 0
114 1.135 0 0 0 0 0 0 0 0 4.93349 0.346896 0 0
115 1.145 0 0 0 0 0 0 0 0 4.72123 0.377137 0 0
116 1.155 0 0 0 0 0 0 0 0 4.52385 0.406623 0 0
117 1.165 0 0 0 0 0 0 0 0 4.33388 0.435362 0 0
118 1.175 0 0 0 0 0 0 0 0 4.16213 0.463437 0 0
119 1.185 0 0 0 0 0 0 0 0 4.0088 0.490941 0 0
120 1.195 0 0 0 0 0 0 0 0 3.87008 0.517943 0 0
121 1.205 0 0 0 0 0 0 0 0 3.74821 0.544534 0 0
122 1.215 0 0 0 0 0 0 0 0 3.63657 0.570763 0 0
123 1.225 0 0 0 0 0 0 0 0 3.53584 0.596687 0 0
124 1.235 0 0 0 0 0 0 0 0 3.44432 0.622354 0 0
125 1.245 0 0 0 0 0 0 0 0 3.35738 0.64778 0 0
126 1.255 0 0 0 0 0 0 0 0 3.27403 0.672975 0 0
127 1.265 0 0 0 0 0 0 0 0 3.18688 0.697891 0 0
128 1.275 0 0 0 0 0 0 0 0 3.0993 0.722508 0 0
129 1.285 0 0 0 0 0 0 0 0 3.00387 0.746742 0 0
130 1.295 0 0 0 0 0 0 0 0 2.90172 0.770517 0 0
131 1.305 0 0 0 0 0 0 0 0 2.78472 0.793688 0 0
132 1.315 0 0 0 0 0 0 0 0 2.65253 0.816098 0 0
133 1.325 0 0 0 0 0 0 0 0 2.50548 0.83759 0 0
134 1.335 0 0 0 0 0 0 0 0 2.34312 0.857993 0 0
135 1.345 0 0 0 0 0 0 0 0 2.16627 0.877139 0 0
136 1.355 0 0 0 0 0 0 0 0 1.97964 0.894898 0 0
137 1.365 0 0 0 0 0 0 0 0 1.78603 0.911157 0 0
138 1.375 0 0 0 0 0 0 0 0 1.59098 0.925853 0 0
139 1.385 0 0 0 0 0 0 0 0 1.3965 0.938941 0 0
140 1.395 0 0 0 0 0 0 0 0 1.20542 0.950402 0 0
141 1.405 0 0 0 0 0 0 0 0 1.02508 0.960289 0 0
142 1.415 0 0 0 0 0 0 0 0 0.856137 0.968664 0 0
143 1.425 0 0 0 0 0 0 0 0 0.703391 0.975643 0 0
144 1.435 0 0 0 0 0 0 0 0 0.567208 0.981349 0 0
145 1.445 0 0 0 0 0 0 0 0 0.44943 0.985934 0 0
146 1.455 0 0 0 0 0 0 0 0 0.350084 0.989555 0 0
147 1.465 0 0 0 0 0 0 0 0 0.267589 0.992361 0 0
148 1.475 0 0 0 0 0 0 0 0 0.200733 0.994495 0 0
149 1.485 0 0 0 0 0 0 0 0 0.148945 0.9961 0 0
150 1.495 0 0 0 0 0 0 0 0 0.108236 0.997282 0 0
151 1.505 0 0 0 0 0 0 0 0 0.0768528 0.998132 0 0
152 1.515 0 0 0 0 0 0 0 0 0.0539428 0.998737 0 0
153 1.525 0 0 0 0 0 0 0 0 0.037263 0.99916 0 0
154 1.535 0 0 0 0 0 0 0 0 0.0253526 0.999452 0 0
155 1.545 0 0 0 0 0 0 0 0 0.0166726 0.999647 0 0
156 1.555 0 0 0 0 0 0 0 0 0.011012 0.999777 0 0
157 1.565 0 0 0 0 0 0 0 0 0.00701586 0.999861 0 0
158 1.575 0 0 0 0 0 0 0 0 0.00445742 0.999915 0 0
159 1.585 0 0 0 0 0 0 0 0 0.00277607 0.999949 0 0
160 1.595 0 0 0 0 0 0 0 0 0.00169454 0.99997 0 0
161 1.605 0 0 0 0 0 0 0 0 0.000978891 0.999982 0 0
162 1.615 0 0 0 0 0 0 0 0 0.000599886 0.99999 0 0
163 1.625 0 0 0 0 0 0 0 0 0.000340467 0.999994 0 0
164 1.635 0 0 8.9724e-07 2.34375e-08 0 0 0 0 0.000204421 0.999997 0 0
165 1.645 0 0 5.76137e-06 1.75781e-07 0 0 0 0 0.000115375 0.999999 0 0
166 1.655 0 0 1.88272e-05 6.79688e-07 0 0 0 0 6.23196e-05 0.999999 0 0
167 1.665 0 0 9.099e-05 3.14453e-06 0 0 0 0 2.49466e-05 1 0 0
168 1.675 0 0 0.00035863 1.29766e-05 0 0 0 0 1.25385e-05 1 0 0
169 1.685 0 0 0.00128928 4.87461e-05 0 0 0 0 4.5055e-06 1 0 0
170 1.695 0 0 0.00423683 0.000167691 0 0 0 0 1.66969e-06 1 0 0
171 1.705 0 0 0.0124778 0.000522141 0 0 0 0 4.12539e-07 1 0 0
172 1.715 0 0 0.0331247 0.00147416 0 0 0 0 0 1 0 0
173 1.725 0 0 0.0811196 0.00383286 0 0 0 0 0 1 0 0
174 1.735 0 0 0.181297 0.00916566 0 0 0 0 0 1 0 0
175 1.745 0 0 0.374296 0.0203028 0 0 0 0 0 1 0 0
176 1.755 0 0 0.712338 0.0417419 0 0 0 0 0 1 0 0
177 1.765 0 0 1.26414 0.0802235 0 0 0 0 0 1 0 0
178 1.775 0 0 2.08641 0.144457 0 0 0 0 0 1 0 0
179 1.785 0 0 3.22132 0.244752 0 0 0 0 0 1 0 0
180 1.795 0 0 4.67005 0.391786 0 0 0 0 0 1 0 0
181 1.805 0 0 6.38493 0.595058 0 0 0 0 0 1 0 0
182 1.815 0 0 8.24951 0.860609 0 0 0 0 0 1 0 0
183 1.825 0 0 10.1097 1.18964 0 0 0 0 0 1 0 0
184 1.835 0 0 11.778 1.57717 0 0 0 0 0 1 0 0
185 1.845 0 0 13.0866 2.01247 0 0 0 0 0 1 0 0
186 1.855 0 0 13.8978 2.47977 0 0 0 0 0 1 0 0
187 1.865 0 0 14.1432 2.96047 0 0 0 0 0 1 0 0
188 1.875 0 0 13.8139 3.43502 0 0 0 0 0 1 0 0
189 1.885 0 0 12.9797 3.88569 0 0 0 0 0 1 0 0
190 1.895 0 0 11.7512 4.29804 0 0 0 0 0 1 0 0
191 1.905 0 0 10.269 4.66219 1.54217e-06 2.73437e-08 0 0 3.30464e-07 1 0 0
192 1.915 0 0 8.67848 4.97318 6.54044e-07 3.90625e-08 0 0 3.27022e-07 1 0 0
193 1.925 0 0 7.10236 5.23036 1.72604e-06 7.03125e-08 0 0 2.9127e-06 1 0 0
194 1.935 0 0 5.63285 5.43645 5.76534e-06 1.75781e-07 0 0 3.84356e-06 1 0 0
195 1.945 0 0 4.33684 5.59677 1.60619e-05 4.72656e-07 0 0 6.23456e-06 1 0 0
196 1.955 0 0 3.24409 5.71793 3.57706e-05 1.14062e-06 0 0 9.09953e-06 1 0 0
197 1.965 0 0 2.36195 5.80704 6.60524e-05 2.38672e-06 0 0 1.30448e-05 1 0 0
198 1.975 0 0 1.67384 5.87084 0.000126261 4.79297e-06 0 0 2.80808e-05 1 0 0
199 1.985 0 0 1.15589 5.91535 0.000278595 1.01562e-05 0 0 5.36696e-05 1 0 0
200 1.995 0 0 0.779351 5.94566 0.000559653 2.10391e-05 0 0 9.07979e-05 1 0 0
201 2.005 0 0 0.513719 5.96584 0.00106402 4.19375e-05 0 0 0.000154332 1.00001 0 0
202 2.015 0 0 0.330731 5.97896 0.00199827 8.15781e-05 0 0 0.000253426 1.00001 0 0
203 2.025 0 0 0.208429 5.98731 0.00356702 0.000153043 0 0 0.000440443 1.00002 0 0
204 2.035 0 0 0.128319 5.9925 0.00620324 0.000278555 0 0 0.000729867 1.00004 0 0
205 2.045 0 0 0.0767864 5.99564 0.0106409 0.000495977 0 0 0.00122535 1.00006 0 0
206 2.055 0 0 0.0454065 5.99751 0.0179225 0.00086577 0 0 0.00201523 1.0001 0 0
207 2.065 0 0 0.026121 5.9986 0.0295557 0.00148154 0 0 0.00328533 1.00017 0 0
208 2.075 0 0 0.0148558 5.99923 0.0473116 0.00247681 0 0 0.00526262 1.00028 0 0
209 2.085 0 0 0.00830264 5.99958 0.0739911 0.00404836 0 0 0.00821408 1.00046 0 0
210 2.095 0 0 0.00458007 5.99978 0.112143 0.00645315 0 0 0.0126937 1.00073 0 0
211 2.105 0 0 0.00246464 5.99988 0.166994 0.0100684 0 0 0.0192849 1.00115 0 0
212 2.115 0 0 0.00129956 5.99994 0.241613 0.015349 0 0 0.0288891 1.00178 0 0
213 2.125 0 0 0.000675018 5.99997 0.341479 0.0228828 0 0 0.0427269 1.00272 0 0
214 2.135 0 0 0.000336416 5.99999 0.472317 0.0334016 0 0 0.0622088 1.00411 0 0
215 2.145 0 0 0.000164905 5.99999 0.638974 0.0477656 0 0 0.0888591 1.0061 0 0
216 2.155 0 0 7.93652e-05 6 0.843232 0.0668984 0 0 0.124673 1.00893 0 0
217 2.165 0 0 4.23871e-05 6 1.09085 0.0918799 0 0 0.172954 1.01289 0 0
218 2.175 0 0 2.03654e-05 6 1.37957 0.123766 5.08014e-07 2.34375e-08 0.235584 1.01834 0 0
219 2.185 0 0 8.54065e-06 6 1.70683 0.163579 3.69141e-06 1.95313e-07 0.316267 1.02571 6.72482e-07 1.5625e-08
220 2.195 0 0 4.72933e-06 6 2.06669 0.212229 4.07352e-06 3.86719e-07 0.41688 1.03553 6.66368e-07 3.125e-08
221 2.205 0 0 1.80884e-06 6 2.45253 0.270489 1.42519e-05 1.0625e-06 0.540924 1.04838 2.97152e-06 1.01562e-07
222 2.215 0 0 8.9627e-07 6 2.85134 0.338838 5.43713e-05 3.66406e-06 0.690539 1.06493 1.30878e-06 1.32812e-07
223 2.225 0 0 0 6 3.25297 0.41752 0.000168609 1.18047e-05 0.86674 1.08589 2.26982e-06 1.875e-07
224 2.235 0 0 0 6 3.64246 0.506417 0.000580692 4.00938e-05 1.06909 1.11199 2.89228e-06 2.57813e-07
225 2.245 0 0 0 6 4.01318 0.60524 0.00166246 0.000121809 1.29849 1.14396 5.41464e-06 3.90625e-07
226 2.255 0 0 0 6 4.35044 0.713324 0.00436304 0.00033818 1.55275 1.18254 1.07334e-05 6.5625e-07
227 2.265 0 0 0 6 4.64378 0.829722 0.0104222 0.000859633 1.8246 1.22827 1.75229e-05 1.09375e-06
228 2.275 0 0 0 6 4.89831 0.953586 0.023114 0.00202632 2.10914 1.28161 2.48131e-05 1.71875e-06
229 2.285 0 0 0 6 5.10847 1.0839 0.0478569 0.0044632 2.39775 1.34277 3.41275e-05 2.58594e-06
230 2.295 0 0 0 6 5.27444 1.21963 0.0911135 0.00914341 2.6828 1.41181 5.51654e-05 4e-06
231 2.305 0 0 0 6 5.41304 1.36015 0.161719 0.017523 2.95193 1.48844 0.000104843 6.71094e-06
232 2.315 0 0 0 6 5.52375 1.50478 0.267467 0.0315024 3.19549 1.57211 0.000146474 1.05313e-05
233 2.325 0 0 0 6 5.61928 1.65319 0.41354 0.0533037 3.40362 1.662 0.000236979 1.67656e-05
234 2.335 0 0 0 6 5.71014 1.8053 0.597065 0.0850514 3.56707 1.75702 0.000379224 2.68281e-05
235 2.345 0 0 0 6 5.80093 1.96116 0.810884 0.128539 3.67783 1.85584 0.000538305 4.12344e-05
236 2.355 0 0 0 6 5.89527 2.1209 1.03371 0.18445 3.72945 1.95689 0.000816535 6.32734e-05
237 2.365 0 0 0 6 5.99976 2.28486 1.24959 0.252613 3.72283 2.05863 0.00114142 9.43437e-05
238 2.375 0 0 0 6 6.10459 2.45309 1.4254 0.331025 3.65656 2.1594 0.00162703 0.000139008
239 2.385 0 0 0 6 6.21367 2.62578 1.54733 0.416862 3.53096 2.25753 0.00242195 0.000206055
240 2.395 0 0 0 6 6.31439 2.80274 1.60557 0.506679 3.3559 2.35158 0.00350638 0.000303938
241 2.405 0 0 0 6 6.40464 2.98374 1.5995 0.596905 3.13903 2.44029 0.00492659 0.000442617
242 2.415 0 0 0 6 6.46826 3.16805 1.54482 0.684772 2.8899 2.52264 0.00693011 0.00063932
243 2.425 0 0 0 6 6.50616 3.35498 1.46599 0.768848 2.61754 2.59784 0.00968422 0.000916477
244 2.435 0 0 0 6 6.50627 3.54346 1.38821 0.849122 2.33169 2.66539 0.0132753 0.00129955
245 2.445 0 0 0 6 6.46445 3.73227 1.33393 0.926891 2.04521 2.72513 0.0180539 0.0018248
246 2.455 0 0 0 6 6.377 3.92006 1.32456 1.00475 1.765 2.7771 0.0241426 0.00253295
247 2.465 0 0 0 6 6.24122 4.10534 1.3637 1.08556 1.49882 2.82159 0.0324906 0.00349373
248 2.475 0 0 0 6 6.05585 4.28658 1.45389 1.17241 1.25235 2.85908 0.0429595 0.00477443
249 2.485 0 0 0 6 5.82339 4.46228 1.586 1.26793 1.03092 2.89018 0.0564303 0.00647034
250 2.495 1.28938e-06 3.90625e-08 0 6 5.55077 4.6311 1.75194 1.37429 0.834957 2.91557 0.0731821 0.00868742
251 2.505 1.10003e-05 3.75e-07 0 6 5.238 4.79169 1.9454 1.49334 0.665929 2.93599 0.0935685 0.0115449
252 2.515 3.22316e-05 1.36719e-06 0 6 4.89229 4.94288 2.16233 1.62673 0.521861 2.95212 0.119183 0.0152137
253 2.525 8.51035e-05 4.00781e-06 0 6 4.51943 5.08366 2.41304 1.77677 0.403118 2.96468 0.150548 0.019885
254 2.535 0.000194596 1.00937e-05 0 6 4.13023 5.21334 2.70571 1.94634 0.306605 2.9743 0.187204 0.0257397
255 2.545 0.000440666 2.39844e-05 0 6 3.73205 5.33144 3.06089 2.13969 0.229781 2.98157 0.231503 0.0330371
256 2.555 0.00108224 5.83672e-05 0 6 3.332 5.43772 3.49009 2.36189 0.168968 2.98696 0.282373 0.0420081
257 2.565 0.00249898 0.000138383 0 6 2.93805 5.53216 3.99583 2.61827 0.122304 2.99089 0.341897 0.0529554
258 2.575 0.00563009 0.000320062 0 6 2.55848 5.61505 4.57747 2.91428 0.087604 2.99373 0.410267 0.0661945
259 2.585 0.0116525 0.000699008 0 6 2.19916 5.68684 5.21515 3.25414 0.0615337 2.99574 0.487454 0.0820468
260 2.595 0.0232983 0.00146255 0 6 1.86507 5.74821 5.87276 3.63983 0.0428784 2.99715 0.573447 0.10084
261 2.605 0.0437242 0.00290658 0 6 1.55949 5.79991 6.50995 4.07066 0.0293267 2.99812 0.668817 0.122928
262 2.615 0.0791177 0.00553959 0 6 1.2868 5.8429 7.07927 4.54278 0.0198232 2.99879 0.770708 0.148577
263 2.625 0.135614 0.0100874 0 6 1.04667 5.87814 7.53624 5.04922 0.0133988 2.99924 0.882332 0.178166
264 2.635 0.224879 0.0176862 0 6 0.839981 5.90664 7.85063 5.58082 0.00907943 2.99955 0.99731 0.211866
265 2.645 0.355565 0.0297924 0 6 0.665275 5.92938 7.99487 6.1263 0.0063588 2.99976 1.11979 0.249992
266 2.655 0.538499 0.0482659 0 6 0.518223 5.94722 7.97118 6.67429 0.00472405 2.99993 1.24483 0.292697
267 2.665 0.785137 0.0754039 0 6 0.398676 5.96106 7.78014 7.21317 0.00401932 3.00007 1.36882 0.34001
268 2.675 1.09454 0.113521 0 6 0.30233 5.97163 7.44907 7.73301 0.00406508 3.00021 1.49034 0.39191
269 2.685 1.46963 0.165083 0 6 0.226065 5.97959 7.00402 8.22545 0.0048085 3.00038 1.60852 0.448345
270 2.695 1.89767 0.23216 0 6 0.166915 5.98551 6.48909 8.68509 0.00618382 3.0006 1.71831 0.509082
271 2.705 2.35687 0.316088 0 6 0.120991 5.98984 5.93392 9.10853 0.00848098 3.0009 1.81911 0.573861
272 2.715 2.8182 0.417188 0 6 0.0870185 5.99297 5.36663 9.49433 0.01183 3.00133 1.90642 0.642251
273 2.725 3.24624 0.534502 0 6 0.0613797 5.9952 4.81726 9.84319 0.0164429 3.00192 1.9805 0.713824
274 2.735 3.60742 0.665827 0 6 0.0427003 5.99676 4.29742 10.1567 0.0227529 3.00275 2.03832 0.788027
275 2.745 3.86631 0.807608 0 6 0.0294535 5.99784 3.81621 10.4371 0.0310915 3.0039 2.07467 0.864107
276 2.755 3.9985 0.955306 0 6 0.020005 5.99859 3.37574 10.687 0.0422402 3.00546 2.0954 0.941508
277 2.765 3.99084 1.10379 0 6 0.0133419 5.99909 2.96954 10.9084 0.0567321 3.00758 2.09519 1.01946
278 2.775 3.85397 1.24823 0 6 0.00875683 5.99941 2.59553 11.1033 0.075281 3.01042 2.07419 1.0972
279 2.785 3.5953 1.38394 3.09239e-07 6 0.005663 5.99963 2.24742 11.2733 0.0985854 3.01415 2.03413 1.17398
280 2.795 3.24177 1.50719 8.6992e-07 6 0.00362675 5.99977 1.92506 11.42 0.128083 3.01904 1.97715 1.24915
281 2.805 2.82879 1.61551 1.3718e-06 6 0.00228959 5.99986 1.62542 11.5447 0.164012 3.02535 1.90262 1.322
282 2.815 2.3838 1.70744 4.13667e-06 6 0.00144168 5.99991 1.34868 11.649 0.207863 3.03339 1.81315 1.39193
283 2.825 1.95045 1.78319 9.06641e-06 6 0.000898326 5.99995 1.09811 11.7344 0.260353 3.04354 1.71156 1.4584
284 2.835 1.5425 1.84353 1.37774e-05 6 0.000526128 5.99997 0.875646 11.8031 0.32272 3.05622 1.59982 1.52098
285 2.845 1.18265 1.89012 2.64231e-05 6 0.000335351 5.99998 0.683752 11.857 0.3957 3.07187 1.48337 1.57941
286 2.855 0.875641 1.92485 5.8558e-05 6.00001 0.000207748 5.99999 0.520773 11.8984 0.479272 3.09095 1.36039 1.63338
287 2.865 0.630765 1.95005 0.00012716 6.00002 0.000116397 5.99999 0.387646 11.9295 0.573192 3.11394 1.23795 1.68283
288 2.875 0.43977 1.96774 0.000254731 6.00004 6.67417e-05 6 0.280873 11.9521 0.678223 3.14133 1.11378 1.72763
289 2.885 0.296138 1.97973 0.000499212 6.00008 4.41865e-05 6 0.1985 11.9682 0.793556 3.1736 0.995068 1.76794
290 2.895 0.193685 1.98763 0.000910118 6.00015 2.45166e-05 6 0.137014 11.9794 0.918669 3.21122 0.880263 1.80385
291 2.905 0.122665 1.99267 0.00167618 6.00029 1.29793e-05 6 0.0917011 11.987 1.05014 3.25452 0.770602 1.83549
292 2.915 0.0757055 1.9958 0.00301824 6.00054 7.33907e-06 6 0.060035 11.9919 1.18813 3.30384 0.669452 1.86318
293 2.925 0.0444189 1.99765 0.00516891 6.00098 3.92483e-06 6 0.0382598 11.9951 1.32949 3.35942 0.5762 1.88717
294 2.935 0.0254309 1.99872 0.00903319 6.00174 1.485e-06 6 0.0237647 11.9971 1.4702 3.42129 0.49218 1.9078
295 2.945 0.0142967 1.99932 0.0151094 6.00302 9.21835e-07 6 0.0143773 11.9983 1.60895 3.48947 0.417606 1.92543
296 2.955 0.00781262 1.99965 0.0242659 6.00509 4.57803e-07 6 0.00844676 11.9991 1.74218 3.5638 0.352942 1.94043
297 2.965 0.0041372 1.99983 0.0380842 6.00836 3.63776e-07 6 0.00490082 11.9995 1.86654 3.64397 0.298034 1.95318
298 2.975 0.0020822 1.99992 0.0583138 6.0134 5.42002e-07 6 0.00276686 11.9997 1.97874 3.72954 0.251527 1.96402
299 2.985 0.000961709 1.99996 0.0864466 6.02093 5.38377e-07 6 0.00153135 11.9999 2.07689 3.81995 0.215097 1.97334
300 2.995 0.000477291 1.99998 0.125351 6.03192 0 6 0.000797723 11.9999 2.15724 3.91449 0.187507 1.98153
301 3.005 0.000238037 1.99999 0.176812 6.04752 0 6 0.000426174 12 2.21995 4.01244 0.169417 1.98897
302 3.015 8.70615e-05 2 0.243066 6.06911 0 6 0.00020044 12 2.26349 4.11296 0.16033 1.99607
303 3.025 2.75424e-05 2 0.324855 6.09816 0 6 0.000110523 12 2.28509 4.21513 0.160356 2.00321
304 3.035 1.32449e-05 2 0.421962 6.13614 0 6 5.26152e-05 12 2.28596 4.318 0.171335 2.01089
305 3.045 2.45848e-05 2 0.53354 6.18448 1.72456e-07 6 2.84246e-05 12 2.26744 4.42072 0.192547 2.01958
306 3.055 4.40323e-05 2 0.656407 6.24434 3.42658e-07 6 1.23598e-05 12 2.23062 4.52244 0.224992 2.0298
307 3.065 9.82563e-05 2.00001 0.787066 6.31659 0 6 3.62411e-06 12 2.17657 4.62234 0.269826 2.04213
308 3.075 0.00022987 2.00002 0.917147 6.40133 5.07323e-07 6 8.04834e-07 12 2.10819 4.71973 0.327472 2.0572
309 3.085 0.000490499 2.00004 1.04317 6.49834 3.36026e-07 6 4.20855e-07 12 2.02729 4.814 0.39979 2.07572
