# Time-averaged data for fix rdf_p
# TimeStep Number-of-rows
# Row c_rdf_p[1] c_rdf_p[2] c_rdf_p[3] c_rdf_p[4] c_rdf_p[5] c_rdf_p[6] c_rdf_p[7] c_rdf_p[8] c_rdf_p[9] c_rdf_p[10] c_rdf_p[11] c_rdf_p[12] c_rdf_p[13]
1000000 500
59 0.585 0 0 0 0 0 0 0 0 0 0 0 0
60 0.595 0 0 0 0 0 0 0 0 0 0 0 0
61 0.605 0 0 0 0 0 0 0 0 0 0 0 0
62 0.615 0 0 0 0 0 0 0 0 0 0 0 0
63 0.625 0 0 0 0 0 0 0 0 0 0 0 0
64 0.635 0 0 0 0 0 0 0 0 0 0 0 0
65 0.645 0 0 0 0 0 0 0 0 0 0 0 0
66 0.655 0 0 0 0 0 0 0 0 0 0 0 0
67 0.665 0 0 0 0 0 0 0 0 0 0 0 0
68 0.675 0 0 0 0 0 0 0 0 0 0 0 0
69 0.685 0 0 0 0 0 0 0 0 0 0 0 0
70 0.695 0 0 0 0 0 0 0 0 0 0 0 0
71 0.705 0 0 0 0 0 0 0 0 0 0 0 0
72 0.715 0 0 0 0 0 0 0 0 0 0 0 0
73 0.725 0 0 0 0 0 0 0 0 0 0 0 0
74 0.735 0 0 0 0 0 0 0 0 0 0 0 0
75 0.745 0 0 0 0 0 0 0 0 0 0 0 0
76 0.755 0 0 0 0 0 0 0 0 0 0 0 0
77 0.765 0 0 0 0 0 0 0 0 0 0 0 0
78 0.775 0 0 0 0 0 0 0 0 0 0 0 0
79 0.785 0 0 0 0 0 0 0 0 0 0 0 0
80 0.795 0 0 0 0 0 0 0 0 0 0 0 0
81 0.805 0 0 0 0 0 0 0 0 0 0 0 0
82 0.815 0 0 0 0 0 0 0 0 0 0 0 0
83 0.825 0 0 0 0 0 0 0 0 0 0 0 0
84 0.835 0 0 0 0 0 0 0 0 0 0 0 0
85 0.845 0 0 0 0 0 0 0 0 0 0 0 0
86 0.855 0 0 0 0 0 0 0 0 0 0 0 0
87 0.865 0 0 0 0 0 0 0 0 0 0 0 0
88 0.875 0 0 0 0 0 0 0 0 0 0 0 0
89 0.885 0 0 0 0 0 0 0 0 1.63125e-06 5.85938e-09 0 0
90 0.895 0 0 0 0 0 0 0 0 1.06333e-05 4.49219e-08 0 0
91 0.905 0 0 0 0 0 0 0 0 6.75976e-05 2.98828e-07 0 0
92 0.915 0 0 0 0 0 0 0 0 0.000497487 2.20898e-06 0 0
93 0.925 0 0 0 0 0 0 0 0 0.00295856 1.38184e-05 0 0
94 0.935 0 0 0 0 0 0 0 0 0.012908 6.55703e-05 0 0
95 0.945 0 0 0 0 0 0 0 0 0.0458229 0.000253238 0 0
96 0.955 0 0 0 0 0 0 0 0 0.136135 0.000822643 0 0
97 0.965 0 0 0 0 0 0 0 0 0.338372 0.00226773 0 0
98 0.975 0 0 0 0 0 0 0 0 0.730255 0.0054514 0 0
99 0.985 0 0 0 0 0 0 0 0 1.37433 0.0115665 0 0
100 0.995 0 0 0 0 0 0 0 0 2.29194 0.0219728 0 0
101 1.005 0 0 0 0 0 0 0 0 3.42895 0.0378559 0 0
102 1.015 0 0 0 0 0 0 0 0 4.64941 0.0598231 0 0
103 1.025 0 0 0 0 0 0 0 0 5.78966 0.0877192 0 0
104 1.035 0 0 0 0 0 0 0 0 6.67224 0.120498 0 0
105 1.045 0 0 0 0 0 0 0 0 7.19654 0.15654 0 0
106 1.055 0 0 0 0 0 0 0 0 7.33162 0.193963 0 0
107 1.065 0 0 0 0 0 0 0 0 7.12005 0.231 0 0
108 1.075 0 0 0 0 0 0 0 0 6.65054 0.266246 0 0
109 1.085 0 0 0 0 0 0 0 0 6.01702 0.298731 0 0
110 1.095 0 0 0 0 0 0 0 0 5.32098 0.327991 0 0
111 1.105 0 0 0 0 0 0 0 0 4.63947 0.35397 0 0
112 1.115 0 0 0 0 0 0 0 0 4.00173 0.376786 0 0
113 1.125 0 0 0 0 0 0 0 0 3.44494 0.396782 0 0
114 1.135 0 0 0 0 0 0 0 0 2.97502 0.414358 0 0
115 1.145 0 0 0 0 0 0 0 0 2.58688 0.429912 0 0
116 1.155 0 0 0 0 0 0 0 0 2.27393 0.443823 0 0
117 1.165 0 0 0 0 0 0 0 0 2.02638 0.456436 0 0
118 1.175 0 0 0 0 0 0 0 0 1.82947 0.46802 0 0
119 1.185 0 0 0 0 0 0 0 0 1.6801 0.47884 0 0
120 1.195 0 0 0 0 0 0 0 0 1.56741 0.489105 0 0
121 1.205 0 0 0 0 0 0 0 0 1.48663 0.499004 0 0
122 1.215 0 0 0 0 0 0 0 0 1.43208 0.5087 0 0
123 1.225 0 0 0 0 0 0 0 0 1.39903 0.518328 0 0
124 1.235 0 0 0 0 0 0 0 0 1.3851 0.528016 0 0
125 1.245 0 0 0 0 0 0 0 0 1.39129 0.537906 0 0
126 1.255 0 0 0 0 0 0 0 0 1.41177 0.548104 0 0
127 1.265 0 0 0 0 0 0 0 0 1.44666 0.558721 0 0
128 1.275 0 0 0 0 0 0 0 0 1.49681 0.56988 0 0
129 1.285 0 0 0 0 0 0 0 0 1.55981 0.581692 0 0
130 1.295 0 0 0 0 0 0 0 0 1.63217 0.594245 0 0
131 1.305 0 0 0 0 0 0 0 0 1.71381 0.60763 0 0
132 1.315 0 0 0 0 0 0 0 0 1.8026 0.621925 0 0
133 1.325 0 0 0 0 0 0 0 0 1.89216 0.63716 0 0
134 1.335 0 0 0 0 0 0 0 0 1.9833 0.65337 0 0
135 1.345 0 0 0 0 0 0 0 0 2.07185 0.670559 0 0
136 1.355 0 0 0 0 0 0 0 0 2.15225 0.688681 0 0
137 1.365 0 0 0 0 0 0 0 0 2.22019 0.707653 0 0
138 1.375 0 0 0 0 0 0 0 0 2.27459 0.727375 0 0
139 1.385 0 0 0 0 0 0 0 0 2.3089 0.747686 0 0
140 1.395 0 0 0 0 0 0 0 0 2.31924 0.768385 0 0
141 1.405 0 0 0 0 0 0 0 0 2.30429 0.789246 0 0
142 1.415 0 0 0 0 0 0 0 0 2.26073 0.810005 0 0
143 1.425 0 0 0 0 0 0 0 0 2.18699 0.830371 0 0
144 1.435 0 0 0 0 0 0 0 0 2.08755 0.850086 0 0
145 1.445 0 0 0 0 0 0 0 0 1.96344 0.868887 0 0
146 1.455 0 0 0 0 0 0 0 0 1.82093 0.886566 0 0
147 1.465 0 0 0 0 0 0 0 0 1.66381 0.902943 0 0
148 1.475 0 0 0 0 0 0 0 0 1.49964 0.917906 0 0
149 1.485 0 0 0 0 0 0 0 0 1.33099 0.931366 0 0
150 1.495 0 0 0 0 0 0 0 0 1.16326 0.94329 0 0
151 1.505 0 0 0 0 0 0 0 0 1.00226 0.953701 0 0
152 1.515 0 0 0 0 0 0 0 0 0.851876 0.962668 0 0
153 1.525 0 0 0 0 0 0 0 0 0.711855 0.97026 0 0
154 1.535 0 0 0 0 0 0 0 0 0.587459 0.976608 0 0
155 1.545 0 0 0 0 0 0 0 0 0.477369 0.981834 0 0
156 1.555 0 0 0 0 0 0 0 0 0.38221 0.986072 0 0
157 1.565 0 0 0 0 0 0 0 0 0.301892 0.989463 0 0
158 1.575 0 0 0 0 0 0 0 0 0.235247 0.99214 0 0
159 1.585 0 0 0 0 0 0 0 0 0.180033 0.994214 0 0
160 1.595 0 0 0 0 0 0 0 0 0.135476 0.995794 0 0
161 1.605 0 0 0 0 0 0 0 0 0.100803 0.996985 0 0
162 1.615 0 0 0 0 0 0 0 0 0.073683 0.997867 0 0
163 1.625 0 0 0 0 0 0 0 0 0.0529885 0.998508 0 0
164 1.635 0 0 7.96568e-07 1.95313e-08 0 0 0 0 0.0377783 0.998971 0 0
165 1.645 0 0 7.86913e-07 3.90625e-08 0 0 0 0 0.0264606 0.9993 0 0
166 1.655 0 0 4.19813e-06 1.44531e-07 0 0 0 0 0.0181709 0.999528 0 0
167 1.665 0 0 2.33509e-05 7.38281e-07 0 0 0 0 0.0124394 0.999686 0 0
168 1.675 0 0 0.000117793 3.76953e-06 0 0 0 0 0.0083867 0.999794 0 0
169 1.685 0 0 0.000399598 1.41758e-05 0 0 0 0 0.00556287 0.999867 0 0
170 1.695 0 0 0.00133589 4.93789e-05 0 0 0 0 0.00361173 0.999914 0 0
171 1.705 0 0 0.00408708 0.000158355 0 0 0 0 0.00240056 0.999946 0 0
172 1.715 0 0 0.0112176 0.000460977 0 0 0 0 0.00152327 0.999967 0 0
173 1.725 0 0 0.0286103 0.00124184 0 0 0 0 0.000941179 0.99998 0 0
174 1.735 0 0 0.066598 0.00308063 0 0 0 0 0.000607649 0.999988 0 0
175 1.745 0 0 0.141898 0.00704375 0 0 0 0 0.000374129 0.999993 0 0
176 1.755 0 0 0.280347 0.0149637 0 0 0 0 0.00020243 0.999996 0 0
177 1.765 0 0 0.51639 0.0297187 0 0 0 0 0.000121945 0.999998 0 0
178 1.775 0 0 0.889449 0.055422 0 0 0 0 6.62351e-05 0.999999 0 0
179 1.785 0 0 1.43377 0.0973234 0 0 0 0 3.72921e-05 0.999999 0 0
180 1.795 0 0 2.17455 0.161588 0 0 0 0 2.1545e-05 1 0 0
181 1.805 0 0 3.12123 0.25486 0 0 0 0 1.26796e-05 1 0 0
182 1.815 0 0 4.23967 0.382962 0 0 0 0 6.2055e-06 1 0 0
183 1.825 0 0 5.49179 0.550731 0 0 0 0 2.8131e-06 1 0 0
184 1.835 0 0 6.80083 0.760773 0 0 0 0 2.15013e-06 1 0 0
185 1.845 0 0 8.07134 1.01278 0 0 0 0 1.00089e-06 1 0 0
186 1.855 0 0 9.21962 1.30376 0 0 0 0 9.90127e-07 1 0 0
187 1.865 0 0 10.1635 1.62801 0 0 0 0 2.44884e-07 1 0 0
188 1.875 0 0 10.8574 1.97811 0 0 0 0 0 1 0 0
189 1.885 0 0 11.2663 2.34529 0 0 0 0 0 1 0 0
190 1.895 0 0 11.3736 2.71991 0 0 0 0 0 1 0 0
191 1.905 0 0 11.2002 3.09272 0 0 0 0 1.17354e-07 1 0 0
192 1.915 0 0 10.7843 3.45546 0 0 0 0 3.48395e-07 1 0 0
193 1.925 0 0 10.1743 3.80127 0 0 0 0 2.29857e-07 1 0 0
194 1.935 0 0 9.39893 4.12406 6.82461e-07 1.17188e-08 0 0 3.41231e-07 1 0 0
195 1.945 0 0 8.51164 4.4194 3.60246e-06 7.42188e-08 0 0 1.80123e-06 1 0 0
196 1.955 0 0 7.57377 4.6849 1.15885e-05 2.77344e-07 0 0 1.56e-06 1 0 0
197 1.965 0 0 6.62486 4.91953 1.76475e-05 5.89844e-07 0 0 4.85307e-06 1 0 0
198 1.975 0 0 5.69555 5.1233 2.94794e-05 1.11719e-06 0 0 6.11424e-06 1 0 0
199 1.985 0 0 4.819 5.29746 6.33381e-05 2.26172e-06 0 0 1.21056e-05 1 0 0
200 1.995 0 0 4.01126 5.44389 0.00012862 4.60938e-06 0 0 2.45041e-05 1 0 0
201 2.005 0 0 3.28683 5.56509 0.000248535 9.19141e-06 0 0 4.18463e-05 1 0 0
202 2.015 0 0 2.65559 5.66398 0.000469493 1.79336e-05 0 0 6.69205e-05 1 0 0
203 2.025 0 0 2.11202 5.74342 0.000876144 3.44102e-05 0 0 0.000105727 1 0 0
204 2.035 0 0 1.6601 5.80648 0.00161088 6.50039e-05 0 0 0.000181615 1.00001 0 0
205 2.045 0 0 1.28364 5.85571 0.00289337 0.000120496 0 0 0.000298889 1.00001 0 0
206 2.055 0 0 0.980261 5.89368 0.00507626 0.000218809 0 0 0.000498893 1.00002 0 0
207 2.065 0 0 0.73829 5.92256 0.00846065 0.000384266 0 0 0.000807974 1.00004 0 0
208 2.075 0 0 0.547759 5.94419 0.0138185 0.000657125 0 0 0.00129724 1.00007 0 0
209 2.085 0 0 0.402446 5.96024 0.0220179 0.00109609 0 0 0.00202016 1.00011 0 0
210 2.095 0 0 0.292046 5.97199 0.0345095 0.00179071 0 0 0.00317998 1.00017 0 0
211 2.105 0 0 0.209123 5.98049 0.0531373 0.00287052 0 0 0.00482125 1.00027 0 0
212 2.115 0 0 0.147932 5.98656 0.0796875 0.00450527 0 0 0.00737596 1.00042 0 0
213 2.125 0 0 0.103038 5.99083 0.117155 0.00693142 0 0 0.0110418 1.00065 0 0
214 2.135 0 0 0.0715212 5.99382 0.167996 0.0104433 0 0 0.0162942 1.00099 0 0
215 2.145 0 0 0.0485309 5.99587 0.235608 0.0154148 0 0 0.0239339 1.00149 0 0
216 2.155 0 0 0.0329601 5.99727 0.323771 0.0223104 0 0 0.0344696 1.00223 0 0
217 2.165 0 0 0.022049 5.99822 0.435857 0.0316795 0 0 0.0491329 1.00328 1.45946e-06 3.125e-08
218 2.175 0 0 0.0144546 5.99885 0.575264 0.0441599 0 0 0.0689222 1.00478 7.23036e-07 4.6875e-08
219 2.185 0 0 0.0095264 5.99927 0.743189 0.060432 0 0 0.0956352 1.00687 3.58217e-07 5.46875e-08
220 2.195 0 0 0.00606414 5.99953 0.941587 0.0812371 0 0 0.130994 1.00977 7.0992e-07 7.03125e-08
221 2.205 0 0 0.00386436 5.99971 1.17092 0.107346 3.5106e-07 1.5625e-08 0.176647 1.01371 3.51748e-07 7.8125e-08
222 2.215 0 0 0.00250422 5.99982 1.42757 0.139466 1.13066e-06 6.64062e-08 0.235 1.01899 1.04574e-06 1.01562e-07
223 2.225 0 0 0.00157092 5.99989 1.70987 0.178287 4.30971e-06 2.61719e-07 0.30842 1.026 6.90906e-07 1.17188e-07
224 2.235 0 0 0.000948834 5.99993 2.01465 0.22444 1.38388e-05 8.94531e-07 0.398322 1.03512 3.08132e-06 1.875e-07
225 2.245 0 0 0.000574261 5.99996 2.33628 0.27844 3.04795e-05 2.30078e-06 0.508347 1.04687 2.7146e-06 2.5e-07
226 2.255 0 0 0.00034933 5.99998 2.66956 0.340695 8.87832e-05 6.43359e-06 0.639176 1.06178 3.69955e-06 3.35938e-07
227 2.265 0 0 0.000204879 5.99999 3.0077 0.411459 0.000291285 2.01133e-05 0.792309 1.08042 6.66718e-06 4.92187e-07
228 2.275 0 0 0.000124087 5.99999 3.34799 0.490926 0.000828098 5.93477e-05 0.967278 1.10338 9.91305e-06 7.26562e-07
229 2.285 0 0 6.53355e-05 6 3.68264 0.579107 0.00209924 0.000159684 1.16539 1.13128 1.14642e-05 1e-06
230 2.295 0 0 3.79225e-05 6 4.00879 0.675939 0.00482128 0.000392145 1.38299 1.16469 2.11056e-05 1.50781e-06
231 2.305 0 0 2.16427e-05 6 4.32738 0.78138 0.0106033 0.000907852 1.61871 1.20413 2.73606e-05 2.17187e-06
232 2.315 0 0 1.73238e-05 6 4.63431 0.895281 0.0214435 0.00195986 1.86754 1.25003 3.79746e-05 3.10156e-06
233 2.325 0 0 1.29995e-05 6 4.92697 1.01742 0.0404659 0.00396229 2.1247 1.3027 7.15009e-05 4.86719e-06
234 2.335 0 0 8.1236e-06 6 5.20234 1.1475 0.0721117 0.00756145 2.38157 1.36225 8.21819e-05 6.91406e-06
235 2.345 0 0 2.01362e-06 6 5.45821 1.28515 0.121297 0.0136675 2.63234 1.42864 0.00013653 1.03438e-05
236 2.355 0 0 4.60743e-07 6 5.69216 1.42993 0.191168 0.023373 2.86817 1.50159 0.000192112 1.52109e-05
237 2.365 0 0 7.61424e-07 6 5.90499 1.5814 0.285611 0.0379968 3.08174 1.58064 0.000286195 2.25234e-05
238 2.375 0 0 3.77513e-07 6 6.08869 1.7389 0.405085 0.0589136 3.26237 1.66503 0.000411132 3.31172e-05
239 2.385 0 0 0 6 6.23508 1.90156 0.545805 0.0873344 3.40661 1.7539 0.000584178 4.82969e-05
240 2.395 0 0 0 6 6.34386 2.06844 0.702998 0.124248 3.5059 1.84612 0.000897139 7.18047e-05
241 2.405 0 0 0 6 6.40703 2.23839 0.867652 0.170189 3.5568 1.94047 0.0013137 0.000106516
242 2.415 0 0 0 6 6.42327 2.41019 1.02743 0.225043 3.55647 2.03559 0.00187934 0.000156586
243 2.425 0 0 0 6 6.39502 2.58266 1.17639 0.288371 3.50691 2.13017 0.00265054 0.000227789
244 2.435 0 0 0 6 6.32061 2.75453 1.30595 0.359255 3.40867 2.22286 0.00363834 0.000326336
245 2.445 0 0 0 6 6.2073 2.92471 1.4142 0.436646 3.26606 2.3124 0.00506251 0.000464586
246 2.455 0 0 0 6 6.05517 3.09207 1.50258 0.519548 3.08597 2.3977 0.00679625 0.000651703
247 2.465 0 0 0 6 5.87925 3.25591 1.57435 0.607118 2.87523 2.47782 0.00930475 0.000909977
248 2.475 0 0 0 6 5.68553 3.41563 1.63564 0.698837 2.64198 2.55204 0.01275 0.00126676
249 2.485 0 0 0 6 5.48386 3.57093 1.69336 0.794562 2.39254 2.6198 0.0169306 0.00174436
250 2.495 0 0 0 6 5.28256 3.72174 1.75158 0.894376 2.13614 2.68078 0.0224727 0.00238341
251 2.505 0 0 0 6 5.08774 3.86815 1.8103 0.998365 1.88153 2.73493 0.029476 0.00322835
252 2.515 0 0 0 6 4.90074 4.01031 1.87019 1.10665 1.63476 2.78235 0.0382286 0.00433295
253 2.525 5.63307e-06 1.64062e-07 0 6 4.73265 4.14869 1.9282 1.21919 1.40088 2.82331 0.0495201 0.00577522
254 2.535 1.78307e-05 6.875e-07 0 6 4.57185 4.28343 1.98599 1.33602 1.18306 2.85817 0.0631948 0.00763037
255 2.545 4.06625e-05 1.89063e-06 0 6 4.42384 4.41483 2.04451 1.45724 0.985889 2.88746 0.0801856 0.0100029
256 2.555 0.000101124 4.90625e-06 0 6 4.27985 4.54296 2.11229 1.58347 0.810487 2.91172 0.101267 0.0130228
257 2.565 0.000205353 1.10781e-05 0 6 4.13697 4.66779 2.19988 1.71597 0.657095 2.93155 0.126516 0.0168252
258 2.575 0.000464524 2.51484e-05 0 6 3.9888 4.78908 2.32761 1.85725 0.525563 2.94753 0.156255 0.0215582
259 2.585 0.000979459 5.50469e-05 0 6 3.83153 4.9065 2.5089 2.01072 0.414781 2.96024 0.192347 0.0274296
260 2.595 0.00216708 0.000121711 0 6 3.65958 5.01952 2.76546 2.1812 0.323085 2.97022 0.233786 0.0346214
261 2.605 0.00439874 0.00025807 0 6 3.47007 5.12751 3.10806 2.37427 0.248386 2.97795 0.282639 0.0433831
262 2.615 0.00886963 0.000535141 0 6 3.26624 5.22994 3.54163 2.59597 0.188589 2.98386 0.338084 0.0539442
263 2.625 0.0166898 0.00106049 0 6 3.04676 5.32622 4.05686 2.85187 0.141354 2.98833 0.401655 0.0665873
264 2.635 0.0296192 0.00199995 0 6 2.81241 5.41578 4.63796 3.14666 0.104775 2.99167 0.473026 0.0815906
265 2.645 0.0500906 0.00360079 0 6 2.56746 5.49815 5.25302 3.48308 0.0766596 2.99413 0.551816 0.099226
266 2.655 0.0842512 0.00631377 0 6 2.31889 5.57311 5.87207 3.862 0.055684 2.99593 0.638471 0.119785
267 2.665 0.136353 0.0107376 0 6 2.06963 5.64053 6.45417 4.28162 0.0399792 2.99723 0.731049 0.143504
268 2.675 0.210207 0.0176089 0 6 1.8239 5.70038 6.96016 4.73754 0.028745 2.99817 0.831712 0.170691
269 2.685 0.311496 0.0278673 0 6 1.58709 5.75285 7.35753 5.2231 0.0208421 2.99886 0.938479 0.201598
270 2.695 0.449087 0.0427674 0 6 1.365 5.79832 7.6224 5.72989 0.0156589 2.99938 1.04867 0.236391
271 2.705 0.62862 0.0637792 0 6 1.15871 5.8372 7.7397 6.24831 0.0123716 2.9998 1.16171 0.275221
272 2.715 0.84927 0.0923766 0 6 0.970144 5.87 7.70762 6.7684 0.010936 3.00017 1.2775 0.318238
273 2.725 1.11726 0.130276 0 6 0.801922 5.8973 7.53662 7.28071 0.01096 3.00054 1.3907 0.365413
274 2.735 1.42484 0.178964 0 6 0.654693 5.91976 7.24052 7.77651 0.0122352 3.00096 1.50165 0.416726
275 2.745 1.76683 0.23978 0 6 0.528091 5.93801 6.84782 8.24885 0.0147626 3.00147 1.60664 0.472028
276 2.755 2.12744 0.313543 0 6 0.420054 5.95263 6.3888 8.69275 0.0187934 3.00213 1.70532 0.531156
277 2.765 2.48792 0.400433 0 6 0.330477 5.96422 5.8877 9.10481 0.0244452 3.00298 1.79481 0.593839
278 2.775 2.83357 0.500111 0 6 0.256456 5.97328 5.36634 9.4831 0.0320036 3.00411 1.87382 0.659756
279 2.785 3.13431 0.611165 0 6 0.196483 5.98027 4.85075 9.82751 0.0418951 3.0056 1.93817 0.728428
280 2.795 3.37287 0.731531 0 6 0.148544 5.98559 4.35033 10.1386 0.0545564 3.00756 1.9856 0.799287
281 2.805 3.53683 0.858653 5.9541e-07 6 0.111183 5.9896 3.87361 10.4176 0.0702892 3.01009 2.01918 0.871862
282 2.815 3.60951 0.989314 3.7621e-07 6 0.0818912 5.99258 3.43301 10.6667 0.0897082 3.01335 2.03298 0.945454
283 2.825 3.57444 1.11963 8.00467e-07 6 0.0594694 5.99475 3.02128 10.8874 0.113662 3.01751 2.03039 1.01948
284 2.835 3.45219 1.24638 1.58966e-06 6 0.0426126 5.99632 2.63823 11.0815 0.142454 3.02276 2.0123 1.09336
285 2.845 3.24329 1.3663 5.68262e-06 6 0.0303289 5.99745 2.28287 11.2506 0.176783 3.02933 1.97617 1.16643
286 2.855 2.9639 1.47666 1.1129e-05 6 0.0214003 5.99825 1.95513 11.3965 0.217238 3.03745 1.92306 1.23803
287 2.865 2.64189 1.57572 1.97681e-05 6 0.0148372 5.99881 1.65339 11.5207 0.26457 3.04741 1.85747 1.30768
288 2.875 2.29502 1.66237 4.07043e-05 6.00001 0.0102983 5.9992 1.37774 11.625 0.318897 3.05949 1.77735 1.37479
289 2.885 1.94586 1.73636 7.73147e-05 6.00001 0.00702279 5.99947 1.13212 11.7113 0.380988 3.07404 1.68588 1.43889
290 2.895 1.61183 1.79807 0.000142333 6.00002 0.00477387 5.99965 0.91324 11.7813 0.45111 3.09138 1.5866 1.49963
291 2.905 1.30234 1.84828 0.000282356 6.00004 0.00317228 5.99977 0.723805 11.8372 0.528541 3.11183 1.48059 1.55671
292 2.915 1.02709 1.88814 0.000507316 6.00008 0.00203969 5.99985 0.562562 11.881 0.614263 3.13577 1.36923 1.60986
293 2.925 0.792967 1.91914 0.00091039 6.00016 0.00133544 5.9999 0.428416 11.9146 0.707304 3.16352 1.25793 1.65903
294 2.935 0.599795 1.94274 0.00157113 6.00028 0.000861432 5.99994 0.319317 11.9397 0.807534 3.19542 1.14685 1.70416
295 2.945 0.441851 1.96024 0.00256417 6.00048 0.000567448 5.99996 0.233544 11.9583 0.914327 3.23179 1.03742 1.74526
296 2.955 0.318897 1.97297 0.0042828 6.00083 0.000361404 5.99998 0.167159 11.9716 1.02543 3.27285 0.933434 1.78249
297 2.965 0.225411 1.98202 0.00682876 6.00138 0.000222552 5.99998 0.117397 11.9811 1.14176 3.31889 0.834505 1.81601
298 2.975 0.154888 1.98828 0.0107718 6.00225 0.000147821 5.99999 0.0806507 11.9876 1.26002 3.37003 0.743132 1.84605
299 2.985 0.103839 1.99251 0.0164793 6.0036 9.00495e-05 5.99999 0.0542538 11.992 1.37915 3.42639 0.660368 1.87293
300 2.995 0.0684537 1.99531 0.0247441 6.00563 5.23211e-05 6 0.0357216 11.995 1.49779 3.488 0.588379 1.89704
301 3.005 0.0440969 1.99713 0.0366931 6.00867 3.42403e-05 6 0.0232206 11.9969 1.61367 3.55483 0.527469 1.9188
302 3.015 0.0279098 1.99829 0.0528163 6.01308 2.22072e-05 6 0.0146585 11.9981 1.72511 3.62674 0.478393 1.93866
303 3.025 0.0171884 1.99901 0.074437 6.01932 9.77367e-06 6 0.00907592 11.9989 1.82857 3.70348 0.441638 1.95712
304 3.035 0.0103291 1.99944 0.1027 6.028 6.38044e-06 6 0.00559664 11.9993 1.92357 3.78474 0.418865 1.97475
305 3.045 0.00598018 1.9997 0.138892 6.03981 4.40947e-06 6 0.00330248 11.9996 2.00588 3.87003 0.40893 1.99207
