# Time-averaged data for fix rdf_p
# TimeStep Number-of-rows
# Row c_rdf_p[1] c_rdf_p[2] c_rdf_p[3] c_rdf_p[4] c_rdf_p[5] c_rdf_p[6] c_rdf_p[7] c_rdf_p[8] c_rdf_p[9] c_rdf_p[10] c_rdf_p[11] c_rdf_p[12] c_rdf_p[13]
1000000 500
59 0.585 0 0 0 0 0 0 0 0 0 0 0 0
60 0.595 0 0 0 0 0 0 0 0 0 0 0 0
61 0.605 0 0 0 0 0 0 0 0 0 0 0 0
62 0.615 0 0 0 0 0 0 0 0 0 0 0 0
63 0.625 0 0 0 0 0 0 0 0 0 0 0 0
64 0.635 0 0 0 0 0 0 0 0 0 0 0 0
65 0.645 0 0 0 0 0 0 0 0 0 0 0 0
66 0.655 0 0 0 0 0 0 0 0 0 0 0 0
67 0.665 0 0 0 0 0 0 0 0 0 0 0 0
68 0.675 0 0 0 0 0 0 0 0 0 0 0 0
69 0.685 0 0 0 0 0 0 0 0 0 0 0 0
70 0.695 0 0 0 0 0 0 0 0 0 0 0 0
71 0.705 0 0 0 0 0 0 0 0 0 0 0 0
72 0.715 0 0 0 0 0 0 0 0 0 0 0 0
73 0.725 0 0 0 0 0 0 0 0 0 0 0 0
74 0.735 0 0 0 0 0 0 0 0 0 0 0 0
75 0.745 0 0 0 0 0 0 0 0 0 0 0 0
76 0.755 0 0 0 0 0 0 0 0 0 0 0 0
77 0.765 0 0 0 0 0 0 0 0 0 0 0 0
78 0.775 0 0 0 0 0 0 0 0 0 0 0 0
79 0.785 0 0 0 0 0 0 0 0 0 0 0 0
80 0.795 0 0 0 0 0 0 0 0 0 0 0 0
81 0.805 0 0 0 0 0 0 0 0 0 0 0 0
82 0.815 0 0 0 0 0 0 0 0 0 0 0 0
83 0.825 0 0 0 0 0 0 0 0 0 0 0 0
84 0.835 0 0 0 0 0 0 0 0 0 0 0 0
85 0.845 0 0 0 0 0 0 0 0 0 0 0 0
86 0.855 0 0 0 0 0 0 0 0 0 0 0 0
87 0.865 0 0 0 0 0 0 0 0 0 0 0 0
88 0.875 0 0 0 0 0 0 0 0 0 0 0 0
89 0.885 0 0 0 0 0 0 0 0 5.12115e-07 1.95312e-09 0 0
90 0.895 0 0 0 0 0 0 0 0 1.00147e-06 5.85938e-09 0 0
91 0.905 0 0 0 0 0 0 0 0 8.81516e-06 4.10156e-08 0 0
92 0.915 0 0 0 0 0 0 0 0 8.24026e-05 3.76953e-07 0 0
93 0.925 0 0 0 0 0 0 0 0 0.000429874 2.16797e-06 0 0
94 0.935 0 0 0 0 0 0 0 0 0.00206785 1.09707e-05 0 0
95 0.945 0 0 0 0 0 0 0 0 0.00815252 4.64219e-05 0 0
96 0.955 0 0 0 0 0 0 0 0 0.0266932 0.000164967 0 0
97 0.965 0 0 0 0 0 0 0 0 0.0733146 0.000497412 0 0
98 0.975 0 0 0 0 0 0 0 0 0.17721 0.00131771 0 0
99 0.985 0 0 0 0 0 0 0 0 0.375566 0.00309203 0 0
100 0.995 0 0 0 0 0 0 0 0 0.704408 0.00648786 0 0
101 1.005 0 0 0 0 0 0 0 0 1.18743 0.0123279 0 0
102 1.015 0 0 0 0 0 0 0 0 1.81463 0.0214311 0 0
103 1.025 0 0 0 0 0 0 0 0 2.54596 0.034456 0 0
104 1.035 0 0 0 0 0 0 0 0 3.31475 0.0517464 0 0
105 1.045 0 0 0 0 0 0 0 0 4.04608 0.0732614 0 0
106 1.055 0 0 0 0 0 0 0 0 4.66732 0.0985571 0 0
107 1.065 0 0 0 0 0 0 0 0 5.13237 0.126903 0 0
108 1.075 0 0 0 0 0 0 0 0 5.42789 0.157447 0 0
109 1.085 0 0 0 0 0 0 0 0 5.56386 0.189341 0 0
110 1.095 0 0 0 0 0 0 0 0 5.56762 0.221847 0 0
111 1.105 0 0 0 0 0 0 0 0 5.46029 0.254312 0 0
112 1.115 0 0 0 0 0 0 0 0 5.29264 0.286353 0 0
113 1.125 0 0 0 0 0 0 0 0 5.08594 0.317696 0 0
114 1.135 0 0 0 0 0 0 0 0 4.86463 0.348211 0 0
115 1.145 0 0 0 0 0 0 0 0 4.64197 0.377845 0 0
116 1.155 0 0 0 0 0 0 0 0 4.43443 0.406651 0 0
117 1.165 0 0 0 0 0 0 0 0 4.24093 0.434678 0 0
118 1.175 0 0 0 0 0 0 0 0 4.06557 0.46201 0 0
119 1.185 0 0 0 0 0 0 0 0 3.9119 0.488759 0 0
120 1.195 0 0 0 0 0 0 0 0 3.77441 0.515004 0 0
121 1.205 0 0 0 0 0 0 0 0 3.65118 0.54082 0 0
122 1.215 0 0 0 0 0 0 0 0 3.54583 0.566308 0 0
123 1.225 0 0 0 0 0 0 0 0 3.45477 0.591553 0 0
124 1.235 0 0 0 0 0 0 0 0 3.36987 0.61658 0 0
125 1.245 0 0 0 0 0 0 0 0 3.29097 0.64142 0 0
126 1.255 0 0 0 0 0 0 0 0 3.21624 0.666086 0 0
127 1.265 0 0 0 0 0 0 0 0 3.14338 0.69058 0 0
128 1.275 0 0 0 0 0 0 0 0 3.06679 0.714856 0 0
129 1.285 0 0 0 0 0 0 0 0 2.98206 0.738833 0 0
130 1.295 0 0 0 0 0 0 0 0 2.89139 0.762444 0 0
131 1.305 0 0 0 0 0 0 0 0 2.7874 0.785559 0 0
132 1.315 0 0 0 0 0 0 0 0 2.66671 0.808013 0 0
133 1.325 0 0 0 0 0 0 0 0 2.53281 0.829666 0 0
134 1.335 0 0 0 0 0 0 0 0 2.38029 0.850323 0 0
135 1.345 0 0 0 0 0 0 0 0 2.21623 0.869845 0 0
136 1.355 0 0 0 0 0 0 0 0 2.03878 0.888073 0 0
137 1.365 0 0 0 0 0 0 0 0 1.85087 0.904865 0 0
138 1.375 0 0 0 0 0 0 0 0 1.65998 0.920147 0 0
139 1.385 0 0 0 0 0 0 0 0 1.46594 0.93384 0 0
140 1.395 0 0 0 0 0 0 0 0 1.27483 0.94592 0 0
141 1.405 0 0 0 0 0 0 0 0 1.09139 0.956411 0 0
142 1.415 0 0 0 0 0 0 0 0 0.919503 0.965375 0 0
143 1.425 0 0 0 0 0 0 0 0 0.759904 0.972889 0 0
144 1.435 0 0 0 0 0 0 0 0 0.617922 0.979085 0 0
145 1.445 0 0 0 0 0 0 0 0 0.494002 0.984108 0 0
146 1.455 0 0 0 0 0 0 0 0 0.387334 0.988101 0 0
147 1.465 0 0 0 0 0 0 0 0 0.299005 0.991226 0 0
148 1.475 0 0 0 0 0 0 0 0 0.227063 0.993631 0 0
149 1.485 0 0 0 0 0 0 0 0 0.169364 0.99545 0 0
150 1.495 0 0 0 0 0 0 0 0 0.124025 0.9968 0 0
151 1.505 0 0 0 0 0 0 0 0 0.0892229 0.997784 0 0
152 1.515 0 0 0 0 0 0 0 0 0.0630953 0.998489 0 0
153 1.525 0 0 0 0 0 0 0 0 0.0437942 0.998985 0 0
154 1.535 0 0 0 0 0 0 0 0 0.0298442 0.999327 0 0
155 1.545 0 0 0 0 0 0 0 0 0.0201358 0.999561 0 0
156 1.555 0 0 0 0 0 0 0 0 0.013338 0.999718 0 0
157 1.565 0 0 0 0 0 0 0 0 0.00857227 0.99982 0 0
158 1.575 0 0 0 0 0 0 0 0 0.00553644 0.999887 0 0
159 1.585 0 0 0 0 0 0 0 0 0.00359413 0.999931 0 0
160 1.595 0 0 0 0 0 0 0 0 0.00223428 0.999959 0 0
161 1.605 0 0 0 0 0 0 0 0 0.00132818 0.999976 0 0
162 1.615 0 0 0 0 0 0 0 0 0.000801525 0.999986 0 0
163 1.625 0 0 0 0 0 0 0 0 0.000475743 0.999992 0 0
164 1.635 0 0 0 0 0 0 0 0 0.000267981 0.999995 0 0
165 1.645 0 0 1.77872e-06 4.6875e-08 0 0 0 0 0.000155934 0.999997 0 0
166 1.655 0 0 1.2301e-05 3.75e-07 0 0 0 0 9.09397e-05 0.999999 0 0
167 1.665 0 0 6.67007e-05 2.17578e-06 0 0 0 0 4.5287e-05 0.999999 0 0
168 1.675 0 0 0.000316237 1.08164e-05 0 0 0 0 2.47329e-05 1 0 0
169 1.685 0 0 0.00118994 4.37188e-05 0 0 0 0 1.25733e-05 1 0 0
170 1.695 0 0 0.00384879 0.000151406 0 0 0 0 6.00326e-06 1 0 0
171 1.705 0 0 0.0112631 0.000470273 0 0 0 0 3.03551e-06 1 0 0
172 1.715 0 0 0.0302559 0.00133692 0 0 0 0 1.77285e-06 1 0 0
173 1.725 0 0 0.0744569 0.00349459 0 0 0 0 8.08781e-07 1 0 0
174 1.735 0 0 0.167672 0.00841002 0 0 0 0 5.3299e-07 1 0 0
175 1.745 0 0 0.346153 0.0186751 0 0 0 0 0 1 0 0
176 1.755 0 0 0.664327 0.0386019 0 0 0 0 0 1 0 0
177 1.765 0 0 1.18047 0.0744154 0 0 0 0 0 1 0 0
178 1.775 0 0 1.95739 0.134474 0 0 0 0 0 1 0 0
179 1.785 0 0 3.0367 0.228702 0 0 0 0 0 1 0 0
180 1.795 0 0 4.42175 0.36745 0 0 0 0 0 1 0 0
181 1.805 0 0 6.08198 0.560425 0 0 0 0 0 1 0 0
182 1.815 0 0 7.90544 0.814044 0 0 0 0 0 1 0 0
183 1.825 0 0 9.74656 1.13018 0 0 0 0 0 1 0 0
184 1.835 0 0 11.4367 1.50522 0 0 0 0 0 1 0 0
185 1.845 0 0 12.795 1.92939 0 0 0 0 0 1 0 0
186 1.855 0 0 13.6897 2.38815 0 0 0 0 0 1 0 0
187 1.865 0 0 14.0287 2.86335 0 0 0 0 0 1 0 0
188 1.875 0 0 13.8065 3.33605 0 0 0 0 0 1 0 0
189 1.885 0 0 13.0786 3.78862 6.77309e-07 1.17188e-08 0 0 0 1 0 0
190 1.895 0 0 11.9417 4.20624 4.46786e-07 1.95313e-08 0 0 0 1 0 0
191 1.905 0 0 10.5331 4.57851 2.21054e-07 2.34375e-08 0 0 0 1 0 0
192 1.915 0 0 8.99093 4.89961 1.75001e-06 5.46875e-08 0 0 4.37502e-07 1 0 0
193 1.925 0 0 7.42499 5.16756 4.32969e-06 1.32812e-07 0 0 1.19066e-06 1 0 0
194 1.935 0 0 5.95115 5.38457 1.00699e-05 3.16406e-07 0 0 2.57103e-06 1 0 0
195 1.945 0 0 4.63474 5.55532 1.69644e-05 6.28906e-07 0 0 4.02905e-06 1 0 0
196 1.955 0 0 3.50496 5.68578 3.0854e-05 1.20313e-06 0 0 5.66707e-06 1 0 0
197 1.965 0 0 2.57977 5.78279 7.10541e-05 2.53906e-06 0 0 9.24534e-06 1 0 0
198 1.975 0 0 1.84781 5.85298 0.000137588 5.15234e-06 0 0 1.74813e-05 1 0 0
199 1.985 0 0 1.29149 5.90254 0.000254494 1.00352e-05 0 0 3.53237e-05 1 0 0
200 1.995 0 0 0.881823 5.93672 0.000503696 1.97969e-05 0 0 7.51815e-05 1 0 0
201 2.005 0 0 0.588107 5.95974 0.000979409 3.89688e-05 0 0 0.000133601 1.00001 0 0
202 2.015 0 0 0.382815 5.97488 0.00180942 7.47422e-05 0 0 0.000225733 1.00001 0 0
203 2.025 0 0 0.244034 5.98462 0.00332984 0.00014123 0 0 0.000392143 1.00002 0 0
204 2.035 0 0 0.15225 5.99076 0.0059162 0.000260531 0 0 0.00067141 1.00003 0 0
205 2.045 0 0 0.0927657 5.99454 0.0101101 0.00046641 0 0 0.00111632 1.00005 0 0
206 2.055 0 0 0.0558561 5.99684 0.0168921 0.00081377 0 0 0.0018525 1.00009 0 0
207 2.065 0 0 0.0327571 5.9982 0.027773 0.00139045 0 0 0.00298236 1.00015 0 0
208 2.075 0 0 0.0187611 5.99899 0.0442912 0.00231904 0 0 0.00470422 1.00025 0 0
209 2.085 0 0 0.0107549 5.99944 0.0693008 0.00378602 0 0 0.00745932 1.00041 0 0
210 2.095 0 0 0.00595696 5.9997 0.105367 0.00603789 0 0 0.0115483 1.00066 0 0
211 2.105 0 0 0.00326033 5.99984 0.157117 0.00942788 0 0 0.0176606 1.00104 0 0
212 2.115 0 0 0.00177408 5.99991 0.22753 0.0143839 0 0 0.0265548 1.00162 0 0
213 2.125 0 0 0.000906026 5.99995 0.322807 0.0214818 0 0 0.0391626 1.00248 0 0
214 2.135 0 0 0.000492953 5.99998 0.447755 0.03142 0 0 0.0568916 1.00374 0 0
215 2.145 0 0 0.000261009 5.99999 0.607263 0.0450252 0 0 0.0816052 1.00557 0 0
216 2.155 0 0 0.000131628 5.99999 0.803943 0.0632051 0 0 0.115158 1.00817 0 0
217 2.165 0 0 6.7518e-05 6 1.0407 0.0869578 0 0 0.160154 1.01183 0 0
218 2.175 0 0 4.0614e-05 6 1.3193 0.117348 1.6991e-07 7.8125e-09 0.21871 1.01687 0 0
219 2.185 0 0 1.54587e-05 6 1.63473 0.155351 1.51522e-06 7.8125e-08 0.294546 1.02371 0 0
220 2.195 0 0 8.90785e-06 6 1.98654 0.201957 3.83704e-06 2.57813e-07 0.389567 1.03285 0 0
221 2.205 0 0 5.27984e-06 6 2.3632 0.257905 1.07457e-05 7.65625e-07 0.50692 1.04485 0 0
222 2.215 0 0 0 6 2.7576 0.323785 5.16879e-05 3.23047e-06 0.649581 1.06037 1.6415e-06 3.90625e-08
223 2.225 0 0 0 6 3.15568 0.399857 0.000169666 1.13945e-05 0.818279 1.0801 2.60284e-06 1.01562e-07
224 2.235 0 0 0 6 3.5474 0.486142 0.000498016 3.55742e-05 1.01436 1.10477 4.51431e-06 2.10937e-07
225 2.245 0 0 0 6 3.91777 0.582291 0.00137192 0.000102781 1.23605 1.13511 7.35044e-06 3.90625e-07
226 2.255 0 0 0 6 4.26371 0.687864 0.00369295 0.000285305 1.48199 1.1718 1.10865e-05 6.64063e-07
227 2.265 0 0 0 6 4.57291 0.802099 0.00900876 0.00073452 1.74882 1.21549 9.73293e-06 9.0625e-07
228 2.275 0 0 0 6 4.83563 0.923967 0.0202581 0.00175361 2.0282 1.2666 1.92951e-05 1.39062e-06
229 2.285 0 0 0 6 5.05406 1.05246 0.041928 0.00388141 2.31562 1.32548 3.45513e-05 2.26563e-06
230 2.295 0 0 0 6 5.23589 1.18675 0.081018 0.00802903 2.6001 1.39216 5.59634e-05 3.69531e-06
231 2.305 0 0 0 6 5.38455 1.32605 0.145145 0.0155245 2.87421 1.46652 8.45825e-05 5.875e-06
232 2.315 0 0 0 6 5.50573 1.46973 0.242598 0.0281614 3.12725 1.54813 0.000130739 9.27344e-06
233 2.325 0 0 0 6 5.61234 1.61745 0.378145 0.0480296 3.34529 1.63618 0.000216326 1.49453e-05
234 2.335 0 0 0 6 5.70529 1.76892 0.55278 0.0773236 3.52253 1.7297 0.000320829 2.34297e-05
235 2.345 0 0 0 6 5.79632 1.92413 0.758733 0.117877 3.64819 1.82739 0.000458695 3.56641e-05
236 2.355 0 0 0 6 5.88877 2.08316 0.981126 0.170765 3.71593 1.92774 0.000689473 5.42109e-05
237 2.365 0 0 0 6 5.98925 2.24628 1.19775 0.23588 3.72587 2.02922 0.0010347 8.22812e-05
238 2.375 0 0 0 6 6.09133 2.41359 1.38342 0.311727 3.67503 2.13015 0.00151116 0.000123625
239 2.385 0 0 0 6 6.1915 2.58508 1.51972 0.395749 3.5687 2.229 0.00221096 0.000184625
240 2.395 0 0 0 6 6.28628 2.76066 1.59202 0.484508 3.40833 2.3242 0.00319445 0.0002735
241 2.405 0 0 0 6 6.36941 2.94005 1.60066 0.574495 3.20365 2.41443 0.00447094 0.00039893
242 2.415 0 0 0 6 6.43667 3.12285 1.55883 0.662861 2.96351 2.49859 0.00626309 0.000576102
243 2.425 0 0 0 6 6.47183 3.30817 1.48768 0.747894 2.69752 2.57583 0.00875499 0.00082582
244 2.435 0 0 0 6 6.47274 3.49504 1.41261 0.829303 2.41521 2.64556 0.0120235 0.0011716
245 2.445 0 0 0 6 6.43492 3.68236 1.3556 0.90807 2.12924 2.70754 0.0164991 0.00165
246 2.455 0 0 0 6 6.3555 3.86888 1.33482 0.986265 1.84738 2.76176 0.0222372 0.00230006
247 2.465 0 0 0 6 6.22664 4.05311 1.36252 1.06673 1.57735 2.80843 0.029668 0.00317443
248 2.475 0 0 0 6 6.05576 4.23374 1.44015 1.15248 1.32523 2.84796 0.0394063 0.00434524
249 2.485 0 0 0 6 5.84243 4.40942 1.55868 1.24603 1.09598 2.88091 0.0517934 0.00589655
250 2.495 2.06998e-06 6.25e-08 0 6 5.58402 4.57868 1.71428 1.34976 0.892917 2.90798 0.0675219 0.00793527
251 2.505 4.87704e-06 2.10937e-07 0 6 5.28749 4.74024 1.89479 1.46532 0.715674 2.92985 0.0869058 0.0105803
252 2.515 2.21545e-05 8.90625e-07 0 6 4.96128 4.89304 2.09702 1.59424 0.564233 2.94722 0.110565 0.0139724
253 2.525 4.7243e-05 2.35156e-06 0 6 4.60523 5.03601 2.33317 1.73883 0.438104 2.96082 0.13975 0.018294
254 2.535 0.000151641 7.07813e-06 0 6 4.23097 5.16841 2.60744 1.90169 0.335637 2.97133 0.174801 0.0237425
255 2.545 0.00037526 1.88672e-05 0 6 3.84326 5.28962 2.93689 2.08658 0.252753 2.9793 0.216245 0.0305359
256 2.555 0.000894179 4.71797e-05 0 6 3.45211 5.39935 3.34048 2.29854 0.187624 2.98526 0.26502 0.0389273
257 2.565 0.00206063 0.000112938 0 6 3.06169 5.49744 3.82177 2.54293 0.137104 2.98966 0.322867 0.0492305
258 2.575 0.00449062 0.000257359 0 6 2.68301 5.58407 4.38372 2.82545 0.0985759 2.99284 0.387706 0.0616994
259 2.585 0.00987559 0.000577438 0 6 2.32116 5.65959 5.00679 3.15064 0.0697695 2.99511 0.46166 0.0766623
260 2.595 0.0195502 0.00121599 0 6 1.98227 5.72459 5.66187 3.52122 0.0486715 2.9967 0.545331 0.094474
261 2.605 0.0374908 0.00244998 0 6 1.66923 5.77975 6.31118 3.9375 0.0335999 2.99781 0.637445 0.115455
262 2.615 0.067892 0.0047018 0 6 1.38835 5.82598 6.907 4.39657 0.0229193 2.99858 0.738175 0.139939
263 2.625 0.118162 0.00865099 0 6 1.13648 5.86411 7.40415 4.89246 0.0154963 2.9991 0.844662 0.168169
264 2.635 0.197583 0.015305 0 6 0.919148 5.89519 7.76571 5.41654 0.0104245 2.99945 0.960402 0.200512
265 2.645 0.31548 0.0260102 0 6 0.732237 5.92013 7.96333 5.95804 0.00717395 2.99969 1.07918 0.237132
266 2.655 0.484417 0.0425725 0 6 0.57601 5.9399 7.98695 6.50526 0.00526784 2.99988 1.20261 0.27825
267 2.665 0.71185 0.0670944 0 6 0.446914 5.95536 7.8481 7.04703 0.0042671 3.00002 1.32759 0.323983
268 2.675 1.00337 0.101918 0 6 0.341406 5.96725 7.56101 7.5729 0.00412601 3.00017 1.45096 0.374341
269 2.685 1.35656 0.149354 0 6 0.257145 5.97628 7.1478 8.07376 0.00470351 3.00033 1.56954 0.429224
270 2.695 1.76631 0.211577 0 6 0.190878 5.98303 6.65004 8.54321 0.00594118 3.00054 1.68314 0.488517
271 2.705 2.21107 0.290048 0 6 0.139782 5.98801 6.10326 8.97727 0.00800109 3.00083 1.78718 0.551944
272 2.715 2.67064 0.385531 0 6 0.100956 5.99163 5.53822 9.37406 0.0110384 3.00122 1.87956 0.619144
273 2.725 3.10228 0.497265 0 6 0.071994 5.99424 4.9843 9.7338 0.0152873 3.00178 1.95755 0.689649
274 2.735 3.48174 0.623588 0 6 0.0506623 5.99608 4.45496 10.0577 0.0211685 3.00255 2.01875 0.762892
275 2.745 3.77189 0.761441 0 6 0.0348867 5.99736 3.96573 10.3481 0.0289937 3.00361 2.06414 0.838331
276 2.755 3.94431 0.906648 0 6 0.0239781 5.99825 3.51424 10.6074 0.0391322 3.00506 2.08902 0.915236
277 2.765 3.98368 1.05437 0 6 0.0162454 5.99885 3.09663 10.8375 0.0528203 3.00702 2.09441 0.992901
278 2.775 3.88723 1.19956 0 6 0.0107366 5.99926 2.7137 11.0406 0.0700927 3.00965 2.08066 1.07061
279 2.785 3.67319 1.33775 0 6 0.00708254 5.99952 2.35975 11.2185 0.0920286 3.01313 2.04631 1.1476
280 2.795 3.35379 1.46483 2.56723e-07 6 0.00458662 5.9997 2.02818 11.3725 0.11937 3.01767 1.9973 1.22328
281 2.805 2.96428 1.57795 4.07833e-07 6 0.0029885 5.99981 1.72077 11.5041 0.153503 3.02355 1.92763 1.29684
282 2.815 2.53417 1.67535 1.16421e-06 6 0.00187872 5.99989 1.43778 11.6149 0.194832 3.03107 1.84327 1.36769
283 2.825 2.09876 1.75659 4.02079e-06 6 0.00115628 5.99993 1.18087 11.7065 0.244882 3.04058 1.74805 1.43535
284 2.835 1.68414 1.82224 1.10791e-05 6 0.000720542 5.99996 0.949369 11.7806 0.304018 3.05248 1.6414 1.49934
285 2.845 1.30624 1.87353 2.55212e-05 6 0.000433712 5.99998 0.747314 11.8394 0.373402 3.0672 1.52574 1.55924
286 2.855 0.984524 1.91245 5.29983e-05 6.00001 0.000243487 5.99999 0.574487 11.8849 0.453256 3.08519 1.40557 1.61481
287 2.865 0.718136 1.94104 0.00010946 6.00002 0.000143765 5.99999 0.430858 11.9193 0.544044 3.10693 1.28051 1.66579
288 2.875 0.506562 1.96135 0.000203134 6.00003 9.02601e-05 5.99999 0.315314 11.9446 0.645499 3.13291 1.15752 1.71219
289 2.885 0.348486 1.97542 0.00041295 6.00007 5.27211e-05 6 0.225405 11.9629 0.757228 3.1636 1.03712 1.75406
290 2.895 0.230032 1.98477 0.000766075 6.00013 2.76624e-05 6 0.157152 11.9757 0.878448 3.19945 0.920438 1.79148
291 2.905 0.148433 1.99084 0.00147224 6.00025 1.89169e-05 6 0.106592 11.9844 1.00767 3.24086 0.809341 1.82461
292 2.915 0.0922886 1.99465 0.00270575 6.00047 1.11402e-05 6 0.0707381 11.9903 1.14309 3.28816 0.704847 1.85366
293 2.925 0.0558398 1.99696 0.0047643 6.00087 6.2822e-06 6 0.0457043 11.9941 1.28269 3.34159 0.608713 1.87892
294 2.935 0.0329502 1.99834 0.0081025 6.00155 3.16629e-06 6 0.0286444 11.9965 1.42303 3.40128 0.521827 1.90072
295 2.945 0.0183035 1.99911 0.0135659 6.0027 1.94239e-06 6 0.0175992 11.9979 1.56217 3.46726 0.444288 1.91941
296 2.955 0.0101503 1.99954 0.0219438 6.00456 1.56179e-06 6 0.0104624 11.9988 1.69708 3.53942 0.376254 1.93535
297 2.965 0.00536573 1.99977 0.0344517 6.00751 8.21262e-07 6 0.0061434 11.9993 1.82411 3.6175 0.31776 1.94889
298 2.975 0.00274676 1.99989 0.0530494 6.01208 3.62556e-07 6 0.00345274 11.9996 1.9412 3.70116 0.268781 1.96043
299 2.985 0.00138706 1.99995 0.0795936 6.01899 3.60131e-07 6 0.00187576 11.9998 2.04448 3.78987 0.22886 1.97032
300 2.995 0.000665652 1.99998 0.115326 6.02907 0 6 0.00103864 11.9999 2.13252 3.88301 0.199145 1.97899
301 3.005 0.000272019 1.99999 0.163272 6.04342 0 6 0.000570033 11.9999 2.20134 3.9798 0.178498 1.98681
302 3.015 0.000137501 1.99999 0.225413 6.06338 0 6 0.000308064 12 2.25177 4.07948 0.167221 1.99418
303 3.025 8.44907e-05 2 0.301857 6.09028 0 6 0.000150732 12 2.28186 4.18115 0.165359 2.00152
304 3.035 2.51805e-05 2 0.39484 6.1257 0 6 7.0856e-05 12 2.28939 4.28383 0.173702 2.00928
305 3.045 1.73718e-05 2 0.502524 6.17107 0 6 3.68861e-05 12 2.27885 4.38672 0.192764 2.01795
306 3.055 3.39987e-05 2 0.621262 6.22754 0 6 1.28753e-05 12 2.24784 4.48888 0.222744 2.02803
307 3.065 9.08727e-05 2.00001 0.748693 6.29604 0 6 5.68982e-06 12 2.19869 4.58945 0.265138 2.04011
308 3.075 0.000199133 2.00002 0.878006 6.37689 2.54519e-07 6 3.61274e-06 12 2.13512 4.68776 0.320597 2.05482
309 3.085 0.000453569 2.00004 1.00247 6.4698 5.90033e-07 6 2.36475e-06 12 2.05725 4.7831 0.390043 2.07282
